Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y
458997,296.0,190.0,219.5,221.0,224.3,211.0,214.0,292.5,233.0,224.0,265.8,179.8,37748.3216,32591.3848
479283,-,-,-,-,-,-,-,-,-,-,-,s,37749.0425,35636.648
449033,395.9,283.4,314.2,494.4,415.5,433.8,437.2,416.8,436.4,409.2,431.6,443.7,37759.1611,32189.3314
458998,438.0,343.8,353.3,643.8,507.0,527.0,508.5,722.5,566.8,546.8,601.8,492.0,37760.2782,32592.0777
458999,588.5,516.3,499.0,686.3,602.8,699.0,640.3,661.0,599.3,696.3,688.5,525.3,37769.2247,32595.5998
459000,704.0,617.3,596.5,945.0,784.0,422.5,660.3,858.3,696.8,702.3,741.3,696.5,37777.9684,32599.735
479284,-,-,-,-,-,-,-,-,-,-,-,s,37778.8738,35623.4662
449032,377.2,302.2,311.1,483.6,409.9,439.8,405.0,436.2,453.1,390.4,420.9,399.7,37787.8486,32139.2767
459001,s,s,"1,152.3",s,s,s,466.5,s,570.3,479.3,542.5,488.3,37788.114,32601.9805
459002,369.0,387.6,477.8,666.8,565.5,719.8,632.3,532.8,536.5,404.5,488.8,356.3,37798.7334,32603.1408
449025,520.8,397.8,411.7,581.9,492.6,555.6,493.8,596.2,590.0,538.7,539.7,465.3,37806.8805,32018.1248
459003,582.3,461.3,471.0,801.5,647.0,676.0,650.5,862.5,696.5,535.8,784.3,623.3,37808.4115,32603.8771
455677,s,s,s,s,s,s,s,s,s,s,s,s,37812.886,33644.3394
449031,392.1,306.0,336.6,512.5,408.3,447.7,425.2,455.3,447.5,415.4,413.8,397.8,37816.658,32214.6389
459004,470.0,361.8,375.8,572.8,482.3,403.3,435.3,674.8,511.0,407.5,538.3,326.3,37818.2192,32605.2386
459052,s,s,s,s,s,s,s,s,s,s,s,s,37822.4051,32681.6801
459053,s,s,s,s,s,s,s,s,s,s,s,s,37822.4051,32681.6801
459005,"1,242.3",735.5,893.3,822.8,557.4,903.8,857.3,"1,105.8",903.8,627.2,978.0,933.0,37827.9072,32605.7759
459054,s,s,s,s,s,s,s,s,s,s,s,s,37831.7964,32678.6541
459006,820.3,804.0,769.5,"1,124.0",965.8,"1,080.3","1,006.3","1,211.3","1,020.5",509.4,905.3,817.5,37839.9286,32607.2953
459007,"1,052.0",890.3,790.0,"1,327.8",994.0,"1,244.8","1,304.0","1,719.5","1,391.8","1,061.3","1,308.5","1,172.3",37840.6392,32617.5196
459057,s,s,s,s,s,s,s,s,s,s,s,s,37850.4969,32685.1739
449026,468.1,391.0,415.2,584.5,507.6,571.3,513.2,546.9,583.9,565.6,581.6,479.0,37859.8924,31978.1976
459059,s,s,s,s,-,s,s,s,s,s,s,s,37865.219,32696.402
455939,200.9,283.6,322.9,494.5,415.0,548.1,487.0,584.9,513.7,544.1,600.2,402.2,37881.3199,33341.4388
455940,159.2,296.4,205.8,357.2,286.2,380.8,273.5,361.8,322.2,423.7,411.5,295.3,37881.3199,33341.4388
455941,113.8,172.5,112.3,255.3,168.4,120.3,608.8,220.1,332.8,332.8,370.8,299.6,37881.3199,33341.4388
455942,111.2,187.8,204.8,250.4,183.5,293.2,227.0,374.5,308.9,290.7,358.7,164.2,37881.3199,33341.4388
459060,s,-,s,s,s,-,s,s,-,s,s,s,37883.7813,32702.6301
459061,s,s,s,s,s,s,s,s,s,s,s,s,37894.5992,32709.0763
454946,199.2,256.3,350.3,539.5,450.3,511.7,475.9,580.2,498.9,529.1,549.8,348.2,37903.2189,33375.619
449030,379.2,304.0,312.3,484.6,397.1,460.3,390.2,441.7,462.9,399.2,418.9,400.7,37905.9322,32235.5074
459062,s,s,s,s,s,s,s,s,s,s,s,s,37908.9388,32705.4088
449029,473.1,393.6,393.4,537.7,479.4,565.9,490.5,532.1,558.2,548.0,554.7,448.7,37926.5962,32155.2265
454852,183.2,274.9,444.9,499.6,435.1,505.4,534.3,581.2,508.4,507.1,545.7,391.7,37931.5877,33431.008
459066,s,s,s,s,s,s,s,s,s,s,s,s,37932.3814,32721.7051
459067,s,s,s,s,s,s,s,s,s,-,-,-,37938.4637,32725.2995
459068,s,s,s,s,s,s,s,s,s,s,s,s,37944.8837,32728.1653
